"id","competitor_hotel_name","room_type","price","check_date","competitor_url","created_at","updated_at"
"561","Berjaya Times Square Hotel","Deluxe Twin Room","370.11","2023-03-20",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"562","Berjaya Times Square Hotel","Deluxe King Room","384.00","2023-03-20",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"563","Berjaya Times Square Hotel","Premier Sea View Room","414.00","2023-03-20",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"564","Berjaya Times Square Hotel","Junior Suite","594.00","2023-03-20",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"565","Berjaya Times Square Hotel","Presidential Suite","808.00","2023-03-20",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"566","JW Marriott Hotel Kuala Lumpur","Deluxe Twin Room","740.99","2023-03-20",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"567","JW Marriott Hotel Kuala Lumpur","Deluxe King Room","669.60","2023-03-20",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"568","JW Marriott Hotel Kuala Lumpur","Oceanfront Deluxe Room","901.00","2023-03-20",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"569","JW Marriott Hotel Kuala Lumpur","Executive Suite","990.00","2023-03-20",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"570","JW Marriott Hotel Kuala Lumpur","Grand Suite","1188.00","2023-03-20",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"571","Pullman Kuala Lumpur City Centre","Superior Twin Room","503.32","2023-03-20",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"572","Pullman Kuala Lumpur City Centre","Superior King Room","518.40","2023-03-20",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"573","Pullman Kuala Lumpur City Centre","Ocean View Deluxe","506.00","2023-03-20",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"574","Pullman Kuala Lumpur City Centre","Junior Ocean Suite","679.00","2023-03-20",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"575","Pullman Kuala Lumpur City Centre","Oceanfront Suite","954.00","2023-03-20",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"576","Wyndham Grand Bangsar Kuala Lumpur","Premier Twin Room","297.30","2023-03-20",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"577","Wyndham Grand Bangsar Kuala Lumpur","Premier King Room","306.00","2023-03-20",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"578","Wyndham Grand Bangsar Kuala Lumpur","Sea View Deluxe Room","353.50","2023-03-20",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"579","Wyndham Grand Bangsar Kuala Lumpur","Junior Suite Sea View","550.00","2023-03-20",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"580","Wyndham Grand Bangsar Kuala Lumpur","Royal Suite","643.50","2023-03-20",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"581","Berjaya Times Square Hotel","Deluxe Twin Room","366.25","2023-03-21",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"582","Berjaya Times Square Hotel","Deluxe King Room","432.00","2023-03-21",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"583","Berjaya Times Square Hotel","Premier Sea View Room","423.00","2023-03-21",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"584","Berjaya Times Square Hotel","Junior Suite","588.00","2023-03-21",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"585","Berjaya Times Square Hotel","Presidential Suite","792.00","2023-03-21",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"586","JW Marriott Hotel Kuala Lumpur","Deluxe Twin Room","637.11","2023-03-21",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"587","JW Marriott Hotel Kuala Lumpur","Deluxe King Room","741.60","2023-03-21",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"588","JW Marriott Hotel Kuala Lumpur","Oceanfront Deluxe Room","833.00","2023-03-21",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"589","JW Marriott Hotel Kuala Lumpur","Executive Suite","1070.00","2023-03-21",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"590","JW Marriott Hotel Kuala Lumpur","Grand Suite","1116.00","2023-03-21",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"591","Pullman Kuala Lumpur City Centre","Superior Twin Room","428.76","2023-03-21",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"592","Pullman Kuala Lumpur City Centre","Superior King Room","499.20","2023-03-21",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"593","Pullman Kuala Lumpur City Centre","Ocean View Deluxe","577.50","2023-03-21",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"594","Pullman Kuala Lumpur City Centre","Junior Ocean Suite","700.00","2023-03-21",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"595","Pullman Kuala Lumpur City Centre","Oceanfront Suite","963.00","2023-03-21",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"596","Wyndham Grand Bangsar Kuala Lumpur","Premier Twin Room","283.14","2023-03-21",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"597","Wyndham Grand Bangsar Kuala Lumpur","Premier King Room","270.00","2023-03-21",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"598","Wyndham Grand Bangsar Kuala Lumpur","Sea View Deluxe Room","329.00","2023-03-21",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"599","Wyndham Grand Bangsar Kuala Lumpur","Junior Suite Sea View","495.00","2023-03-21",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"600","Wyndham Grand Bangsar Kuala Lumpur","Royal Suite","682.50","2023-03-21",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"601","Berjaya Times Square Hotel","Deluxe Twin Room","393.24","2023-03-22",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"602","Berjaya Times Square Hotel","Deluxe King Room","436.00","2023-03-22",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"603","Berjaya Times Square Hotel","Premier Sea View Room","423.00","2023-03-22",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"604","Berjaya Times Square Hotel","Junior Suite","660.00","2023-03-22",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"605","Berjaya Times Square Hotel","Presidential Suite","752.00","2023-03-22",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"606","JW Marriott Hotel Kuala Lumpur","Deluxe Twin Room","664.81","2023-03-22",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"607","JW Marriott Hotel Kuala Lumpur","Deluxe King Room","662.40","2023-03-22",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"608","JW Marriott Hotel Kuala Lumpur","Oceanfront Deluxe Room","858.50","2023-03-22",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"609","JW Marriott Hotel Kuala Lumpur","Executive Suite","1030.00","2023-03-22",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"610","JW Marriott Hotel Kuala Lumpur","Grand Suite","1260.00","2023-03-22",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"611","Pullman Kuala Lumpur City Centre","Superior Twin Room","466.04","2023-03-22",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"612","Pullman Kuala Lumpur City Centre","Superior King Room","528.00","2023-03-22",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"613","Pullman Kuala Lumpur City Centre","Ocean View Deluxe","583.00","2023-03-22",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"614","Pullman Kuala Lumpur City Centre","Junior Ocean Suite","763.00","2023-03-22",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"615","Pullman Kuala Lumpur City Centre","Oceanfront Suite","828.00","2023-03-22",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"616","Wyndham Grand Bangsar Kuala Lumpur","Premier Twin Room","302.96","2023-03-22",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"617","Wyndham Grand Bangsar Kuala Lumpur","Premier King Room","291.00","2023-03-22",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"618","Wyndham Grand Bangsar Kuala Lumpur","Sea View Deluxe Room","374.50","2023-03-22",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"619","Wyndham Grand Bangsar Kuala Lumpur","Junior Suite Sea View","515.00","2023-03-22",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"620","Wyndham Grand Bangsar Kuala Lumpur","Royal Suite","702.00","2023-03-22",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"621","Berjaya Times Square Hotel","Deluxe Twin Room","397.10","2023-03-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"622","Berjaya Times Square Hotel","Deluxe King Room","384.00","2023-03-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"623","Berjaya Times Square Hotel","Premier Sea View Room","414.00","2023-03-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"624","Berjaya Times Square Hotel","Junior Suite","552.00","2023-03-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"625","Berjaya Times Square Hotel","Presidential Suite","720.00","2023-03-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"626","JW Marriott Hotel Kuala Lumpur","Deluxe Twin Room","637.11","2023-03-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"627","JW Marriott Hotel Kuala Lumpur","Deluxe King Room","655.20","2023-03-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"628","JW Marriott Hotel Kuala Lumpur","Oceanfront Deluxe Room","833.00","2023-03-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"629","JW Marriott Hotel Kuala Lumpur","Executive Suite","910.00","2023-03-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"630","JW Marriott Hotel Kuala Lumpur","Grand Suite","1080.00","2023-03-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"631","Pullman Kuala Lumpur City Centre","Superior Twin Room","498.66","2023-03-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"632","Pullman Kuala Lumpur City Centre","Superior King Room","489.60","2023-03-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"633","Pullman Kuala Lumpur City Centre","Ocean View Deluxe","555.50","2023-03-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"634","Pullman Kuala Lumpur City Centre","Junior Ocean Suite","630.00","2023-03-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"635","Pullman Kuala Lumpur City Centre","Oceanfront Suite","864.00","2023-03-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"636","Wyndham Grand Bangsar Kuala Lumpur","Premier Twin Room","285.97","2023-03-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"637","Wyndham Grand Bangsar Kuala Lumpur","Premier King Room","276.00","2023-03-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"638","Wyndham Grand Bangsar Kuala Lumpur","Sea View Deluxe Room","332.50","2023-03-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"639","Wyndham Grand Bangsar Kuala Lumpur","Junior Suite Sea View","540.00","2023-03-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"640","Wyndham Grand Bangsar Kuala Lumpur","Royal Suite","598.00","2023-03-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"641","Berjaya Times Square Hotel","Deluxe Twin Room","390.16","2023-03-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"642","Berjaya Times Square Hotel","Deluxe King Room","470.80","2023-03-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"643","Berjaya Times Square Hotel","Premier Sea View Room","455.40","2023-03-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"644","Berjaya Times Square Hotel","Junior Suite","706.20","2023-03-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"645","Berjaya Times Square Hotel","Presidential Suite","844.80","2023-03-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"646","JW Marriott Hotel Kuala Lumpur","Deluxe Twin Room","784.61","2023-03-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"647","JW Marriott Hotel Kuala Lumpur","Deluxe King Room","728.64","2023-03-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"648","JW Marriott Hotel Kuala Lumpur","Oceanfront Deluxe Room","953.70","2023-03-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"649","JW Marriott Hotel Kuala Lumpur","Executive Suite","1144.00","2023-03-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"650","JW Marriott Hotel Kuala Lumpur","Grand Suite","1293.60","2023-03-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"651","Pullman Kuala Lumpur City Centre","Superior Twin Room","558.78","2023-03-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"652","Pullman Kuala Lumpur City Centre","Superior King Room","570.24","2023-03-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"653","Pullman Kuala Lumpur City Centre","Ocean View Deluxe","605.00","2023-03-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"654","Pullman Kuala Lumpur City Centre","Junior Ocean Suite","777.70","2023-03-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"655","Pullman Kuala Lumpur City Centre","Oceanfront Suite","891.00","2023-03-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"656","Wyndham Grand Bangsar Kuala Lumpur","Premier Twin Room","336.37","2023-03-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"657","Wyndham Grand Bangsar Kuala Lumpur","Premier King Room","303.60","2023-03-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"658","Wyndham Grand Bangsar Kuala Lumpur","Sea View Deluxe Room","408.10","2023-03-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"659","Wyndham Grand Bangsar Kuala Lumpur","Junior Suite Sea View","517.00","2023-03-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"660","Wyndham Grand Bangsar Kuala Lumpur","Royal Suite","779.35","2023-03-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"661","Berjaya Times Square Hotel","Deluxe Twin Room","458.01","2023-03-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"662","Berjaya Times Square Hotel","Deluxe King Room","448.80","2023-03-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"663","Berjaya Times Square Hotel","Premier Sea View Room","495.00","2023-03-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"664","Berjaya Times Square Hotel","Junior Suite","640.20","2023-03-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"665","Berjaya Times Square Hotel","Presidential Suite","906.40","2023-03-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"666","JW Marriott Hotel Kuala Lumpur","Deluxe Twin Room","837.94","2023-03-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"667","JW Marriott Hotel Kuala Lumpur","Deluxe King Room","839.52","2023-03-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"668","JW Marriott Hotel Kuala Lumpur","Oceanfront Deluxe Room","1009.80","2023-03-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"669","JW Marriott Hotel Kuala Lumpur","Executive Suite","1210.00","2023-03-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"670","JW Marriott Hotel Kuala Lumpur","Grand Suite","1267.20","2023-03-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"671","Pullman Kuala Lumpur City Centre","Superior Twin Room","512.64","2023-03-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"672","Pullman Kuala Lumpur City Centre","Superior King Room","506.88","2023-03-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"673","Pullman Kuala Lumpur City Centre","Ocean View Deluxe","653.40","2023-03-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"674","Pullman Kuala Lumpur City Centre","Junior Ocean Suite","808.50","2023-03-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"675","Pullman Kuala Lumpur City Centre","Oceanfront Suite","891.00","2023-03-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"676","Wyndham Grand Bangsar Kuala Lumpur","Premier Twin Room","295.88","2023-03-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"677","Wyndham Grand Bangsar Kuala Lumpur","Premier King Room","316.80","2023-03-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"678","Wyndham Grand Bangsar Kuala Lumpur","Sea View Deluxe Room","423.50","2023-03-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"679","Wyndham Grand Bangsar Kuala Lumpur","Junior Suite Sea View","555.50","2023-03-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"680","Wyndham Grand Bangsar Kuala Lumpur","Royal Suite","700.70","2023-03-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"681","Berjaya Times Square Hotel","Deluxe Twin Room","449.53","2023-03-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"682","Berjaya Times Square Hotel","Deluxe King Room","444.40","2023-03-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"683","Berjaya Times Square Hotel","Premier Sea View Room","475.20","2023-03-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"684","Berjaya Times Square Hotel","Junior Suite","679.80","2023-03-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"685","Berjaya Times Square Hotel","Presidential Suite","924.00","2023-03-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"686","JW Marriott Hotel Kuala Lumpur","Deluxe Twin Room","761.76","2023-03-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"687","JW Marriott Hotel Kuala Lumpur","Deluxe King Room","712.80","2023-03-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"688","JW Marriott Hotel Kuala Lumpur","Oceanfront Deluxe Room","935.00","2023-03-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"689","JW Marriott Hotel Kuala Lumpur","Executive Suite","1122.00","2023-03-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"690","JW Marriott Hotel Kuala Lumpur","Grand Suite","1372.80","2023-03-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"691","Pullman Kuala Lumpur City Centre","Superior Twin Room","492.14","2023-03-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"692","Pullman Kuala Lumpur City Centre","Superior King Room","528.00","2023-03-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"693","Pullman Kuala Lumpur City Centre","Ocean View Deluxe","574.75","2023-03-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"694","Pullman Kuala Lumpur City Centre","Junior Ocean Suite","700.70","2023-03-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"695","Pullman Kuala Lumpur City Centre","Oceanfront Suite","1089.00","2023-03-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"696","Wyndham Grand Bangsar Kuala Lumpur","Premier Twin Room","342.60","2023-03-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"697","Wyndham Grand Bangsar Kuala Lumpur","Premier King Room","310.20","2023-03-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"698","Wyndham Grand Bangsar Kuala Lumpur","Sea View Deluxe Room","373.45","2023-03-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"699","Wyndham Grand Bangsar Kuala Lumpur","Junior Suite Sea View","577.50","2023-03-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"700","Wyndham Grand Bangsar Kuala Lumpur","Royal Suite","715.00","2023-03-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"701","Berjaya Times Square Hotel","Deluxe Twin Room","404.81","2023-03-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"702","Berjaya Times Square Hotel","Deluxe King Room","400.00","2023-03-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"703","Berjaya Times Square Hotel","Premier Sea View Room","495.00","2023-03-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"704","Berjaya Times Square Hotel","Junior Suite","564.00","2023-03-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"705","Berjaya Times Square Hotel","Presidential Suite","816.00","2023-03-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"706","JW Marriott Hotel Kuala Lumpur","Deluxe Twin Room","761.76","2023-03-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"707","JW Marriott Hotel Kuala Lumpur","Deluxe King Room","720.00","2023-03-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"708","JW Marriott Hotel Kuala Lumpur","Oceanfront Deluxe Room","765.00","2023-03-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"709","JW Marriott Hotel Kuala Lumpur","Executive Suite","910.00","2023-03-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"710","JW Marriott Hotel Kuala Lumpur","Grand Suite","1116.00","2023-03-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"711","Pullman Kuala Lumpur City Centre","Superior Twin Room","461.38","2023-03-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"712","Pullman Kuala Lumpur City Centre","Superior King Room","504.00","2023-03-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"713","Pullman Kuala Lumpur City Centre","Ocean View Deluxe","561.00","2023-03-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"714","Pullman Kuala Lumpur City Centre","Junior Ocean Suite","756.00","2023-03-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"715","Pullman Kuala Lumpur City Centre","Oceanfront Suite","810.00","2023-03-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"716","Wyndham Grand Bangsar Kuala Lumpur","Premier Twin Room","271.81","2023-03-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"717","Wyndham Grand Bangsar Kuala Lumpur","Premier King Room","276.00","2023-03-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"718","Wyndham Grand Bangsar Kuala Lumpur","Sea View Deluxe Room","357.00","2023-03-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"719","Wyndham Grand Bangsar Kuala Lumpur","Junior Suite Sea View","525.00","2023-03-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"720","Wyndham Grand Bangsar Kuala Lumpur","Royal Suite","656.50","2023-03-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"721","Berjaya Times Square Hotel","Deluxe Twin Room","424.08","2023-03-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"722","Berjaya Times Square Hotel","Deluxe King Room","424.00","2023-03-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"723","Berjaya Times Square Hotel","Premier Sea View Room","472.50","2023-03-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"724","Berjaya Times Square Hotel","Junior Suite","576.00","2023-03-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"725","Berjaya Times Square Hotel","Presidential Suite","832.00","2023-03-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"726","JW Marriott Hotel Kuala Lumpur","Deluxe Twin Room","706.36","2023-03-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"727","JW Marriott Hotel Kuala Lumpur","Deluxe King Room","669.60","2023-03-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"728","JW Marriott Hotel Kuala Lumpur","Oceanfront Deluxe Room","909.50","2023-03-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"729","JW Marriott Hotel Kuala Lumpur","Executive Suite","910.00","2023-03-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"730","JW Marriott Hotel Kuala Lumpur","Grand Suite","1188.00","2023-03-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"731","Pullman Kuala Lumpur City Centre","Superior Twin Room","484.68","2023-03-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"732","Pullman Kuala Lumpur City Centre","Superior King Room","451.20","2023-03-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"733","Pullman Kuala Lumpur City Centre","Ocean View Deluxe","583.00","2023-03-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"734","Pullman Kuala Lumpur City Centre","Junior Ocean Suite","679.00","2023-03-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"735","Pullman Kuala Lumpur City Centre","Oceanfront Suite","891.00","2023-03-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"736","Wyndham Grand Bangsar Kuala Lumpur","Premier Twin Room","308.62","2023-03-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"737","Wyndham Grand Bangsar Kuala Lumpur","Premier King Room","288.00","2023-03-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"738","Wyndham Grand Bangsar Kuala Lumpur","Sea View Deluxe Room","385.00","2023-03-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"739","Wyndham Grand Bangsar Kuala Lumpur","Junior Suite Sea View","470.00","2023-03-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"740","Wyndham Grand Bangsar Kuala Lumpur","Royal Suite","617.50","2023-03-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"741","Berjaya Times Square Hotel","Deluxe Twin Room","416.37","2023-03-29",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"742","Berjaya Times Square Hotel","Deluxe King Room","428.00","2023-03-29",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"743","Berjaya Times Square Hotel","Premier Sea View Room","409.50","2023-03-29",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"744","Berjaya Times Square Hotel","Junior Suite","546.00","2023-03-29",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"745","Berjaya Times Square Hotel","Presidential Suite","832.00","2023-03-29",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"746","JW Marriott Hotel Kuala Lumpur","Deluxe Twin Room","630.18","2023-03-29",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"747","JW Marriott Hotel Kuala Lumpur","Deluxe King Room","720.00","2023-03-29",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"748","JW Marriott Hotel Kuala Lumpur","Oceanfront Deluxe Room","909.50","2023-03-29",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
